timestamp,open,high,low,close,volume
1788400800,100.14911367040848,100.458138475296,99.6062606744697,100.02166872378598,1495428.5435060437
1788401700,100.02166872378598,100.715044587759,100.02166872378598,100.02166872378598,1023623.4367594729
1788402600,100.02166872378598,101.320942135227,100.02166872378598,100.863278716204,2645637.4801332513
1788403500,100.863278716204,101.418582277752,100.365912435426,101.418582277752,1605826.7136627021
1788404400,101.418582277752,102.145045965271,100.745845015632,100.99886753936624,969048.05675292
1788405300,100.99886753936624,102.206736353078,100.71463243755,100.82972744057413,1622816.478549009
1788406200,100.82972744057413,101.086052781662,100.162699457858,100.43564788306875,1437757.1327863405
1788407100,100.43564788306875,100.851006808613,100.038262626263,100.144220428637,438324.450630587
1788408000,100.144220428637,100.75365918561,100.086309202719,100.250502524562,540761.7491845168
1788408900,100.250502524562,100.763524307713,99.7730562760244,100.17702380538223,985941.4066543536
1788409800,100.17702380538223,100.532552237259,99.9176098547334,99.9565344705423,321781.3111682948
1788410700,99.9565344705423,100.999733896478,99.865,100.999733896478,1586773.0150647433
1788411600,100.999733896478,101.150710715239,100.424069591526,100.67603218059702,1167411.4997042487
1788412500,100.67603218059702,100.942883042321,99.6813146313439,99.7001092609685,2284807.4396899715
1788413400,99.7001092609685,100.675357531968,99.7001092609685,100.39232079141831,1346119.8349597733
1788414300,100.39232079141831,100.929064826072,100.132524147457,100.65341385449207,1425168.304191096
1788415200,100.65341385449207,101.134160957323,100.317828540128,100.62417726145306,986264.409310626
1788416100,100.62417726145306,101.289200845222,100.371674764873,101.03524895488682,577819.2269542073
1788417000,101.03524895488682,101.300865190429,100.68303030303,101.29270122039,443407.06108586054
1788417900,101.29270122039,101.369085890628,100.775886610309,101.05439018110405,412944.08648357214
1788418800,101.05439018110405,101.378299724134,100.730970033103,101.11753154525289,1672416.9484512552
1788419700,101.11753154525289,101.419059375102,100.694983190901,101.216705776802,1379991.6200285438
1788420600,101.216705776802,101.22159899403,100.437213959738,101.092933899051,1151574.525921858
1788421500,101.092933899051,101.113522780978,100.198041535227,100.198041535227,995167.5939942809
1788422400,100.198041535227,101.149893330003,100.197176002494,100.88778860464208,2018779.7353243085
1788423300,100.88778860464208,101.176611206458,100.098010707659,100.61545407329658,1094190.8221734338
1788424200,100.61545407329658,101.235008256431,100.239273408942,101.087457832721,514462.485359727
1788425100,101.087457832721,101.216585354438,100.37902600318,100.81897375244276,618449.3218127046
1788426000,100.81897375244276,101.092853442254,100.19052,100.78589145504735,945873.1962120762
1788426900,100.78589145504735,101.079937275659,100.06101010101,100.37174492771064,840277.907780512
1788427800,100.37174492771064,100.760302725195,100.041952380952,100.37930049730565,532466.8541270094
1788428700,100.37930049730565,100.798269770038,100.029060606061,100.623587625478,692131.715836104
1788429600,100.623587625478,100.623587625478,99.8116464646465,100.2013269670929,862947.399549733
1788430500,100.2013269670929,100.360671812736,99.738476,100.02529395667293,1300735.6985795738
1788431400,100.02529395667293,100.397714224246,99.8447840017993,100.11285228285477,830321.5584494997
1788432300,100.11285228285477,100.554932797132,99.798104332719,100.2567997390984,922820.3562928272
1788433200,100.2567997390984,100.817104377708,100.000673964125,100.56556524618789,1045210.6987312569
1788434100,100.56556524618789,100.915893606362,100.25783,100.5811548816612,1011540.3598997307
1788435000,100.5811548816612,101.003877538859,100.357348816986,100.70197220223686,1137638.0375051834
1788435900,100.70197220223686,101.001188105249,100.444424242424,100.67537483450553,756929.7650746739
1788436800,100.67537483450553,101.230727310311,100.417347193867,100.94402693335837,949145.6002470579
1788437700,100.94402693335837,101.160457125897,100.599793776303,100.9402393715336,682851.7919428662
1788438600,100.9402393715336,101.525676010915,100.736941743502,101.15708061029044,3673463.5049069035
1788439500,101.15708061029044,101.63949425662112,100.88798768145,101.57559968111106,1814412.5457407173
1788440400,101.57559968111106,101.978873468522,101.290031267859,101.63070303967548,1297983.5934087231
1788441300,101.63070303967548,101.896276202876,101.28966591688,101.61510437509317,991739.2062231592
1788442200,101.61510437509317,101.995649614647,101.105246919514,101.463042003264,3078507.613749195
1788443100,101.463042003264,102.043324167028,101.175843566349,101.4266699311947,1673499.6960520458
1788444000,101.4266699311947,101.786879665511,101.020845803123,101.4668505478979,2561234.5605200655
1788444900,101.4668505478979,102.819160439743,101.341473860532,102.5840472249398,2654047.8954004766
1788445800,102.5840472249398,103.19051108931,102.350807614918,102.53241335966831,3849092.925367782
1788446700,102.53241335966831,104.480475407059,102.363174603175,104.27325317697198,5515198.66235099
1788447600,104.27325317697198,105.809849542626,104.27325317697198,104.39889368754415,8123380.282203915
1788448500,104.39889368754415,104.821304099874,103.85494949495,104.21091246095925,3179484.5244597727
1788449400,104.21091246095925,104.870793205136,103.871739217441,104.733065265562,2691583.2432516897
1788450300,104.733065265562,105.341825892802,103.572537210194,105.10619014869452,3594947.107232479
1788451200,105.10619014869452,105.380740615845,104.113696437665,104.48181336840918,3730587.246429285
1788452100,104.48181336840918,104.678950258009,103.84167636787,104.03849684397898,1944865.650542518
1788453000,104.03849684397898,104.512756653682,103.465104929234,104.24225117731571,1374947.947591907
1788453900,104.24225117731571,104.813200342152,104.076569946665,104.51633243827493,1212992.3549060926
1788454800,104.51633243827493,104.954980714258,104.169616161616,104.68654679876879,1836864.0521172236
1788455700,104.68654679876879,104.988117880796,104.318070131987,104.76220209577072,1104068.8407151815
1788456600,104.76220209577072,105.318105121708,104.512695643888,104.729205172405,869025.0395815338
