timestamp,open,high,low,close,volume
1787914800,106.00951326127684,107.029919345367,105.756294949495,106.5620984997057,2080188.6123530315
1787915700,106.5620984997057,106.932699253794,106.075575295517,106.34268812027737,921836.0092343822
1787916600,106.34268812027737,106.810506620045,105.533683706566,105.969501125538,981773.5211028738
1787917500,105.969501125538,106.133907851952,105.15247108307,105.67672697544276,1128954.3114016794
1787918400,105.67672697544276,106.226206020322,105.300117177986,105.864592653727,1576969.677526179
1787919300,105.864592653727,105.986017171414,104.678957539853,105.1560103614979,2234728.020528585
1787920200,105.1560103614979,105.435736662295,104.510554370553,104.95797577260792,2130420.2959635584
1787921100,104.95797577260792,105.511345740864,104.406195333333,104.87362689600027,1451335.1118046881
1787922000,104.87362689600027,105.313748781246,104.503874948778,105.13111182522167,775212.4635875676
1787922900,105.13111182522167,105.379744580297,104.450333333333,104.87730872518586,1174313.977707091
1787923800,104.87730872518586,105.353827312642,104.53019,104.94972955244553,3533228.0839183317
1787924700,104.94972955244553,105.680880876825,104.529181750129,105.3624240356291,3168548.350407723
1787925600,105.3624240356291,105.98127676263,103.501616161616,103.656989831917,16988492.91087317
1787926500,103.656989831917,104.989151851482,103.486408030809,104.37097726585957,14850887.558518961
1787927400,104.37097726585957,106.742971666477,104.091809690451,106.0550441659554,11472118.623229882
1787928300,106.0550441659554,106.681807635143,105.349344978166,106.325465585592,11634314.401023634
1787929200,106.325465585592,106.74537050402,105.185872804787,105.43481435848052,4882251.913821345
1787930100,105.43481435848052,107.995951938799,105.039235880363,106.823638170099,19996526.694285948
1787931000,106.823638170099,107.074240336979,105.59542575808,106.182501548795,5065934.05562114
1787931900,106.182501548795,106.302262441131,105.17202,105.195555555556,5044145.95676704
1787932800,105.195555555556,105.762061440336,104.258321573836,104.814719192945,9887778.962238349
1787933700,104.814719192945,104.88124492371,102.94695481336,103.999175640668,10860468.071084095
1787934600,103.999175640668,105.597776871123,103.999175640668,105.027261127161,8797563.392009156
1787935500,105.027261127161,105.880706558472,104.878623615366,105.2488812409849,4913055.701231819
1787936400,105.2488812409849,105.519777550802,104.3974682497,104.81901306130798,4165099.411056429
1787937300,104.81901306130798,105.248047598724,103.580562659847,104.50371334767132,3398227.9886769666
1787938200,104.50371334767132,104.853126395397,103.965416021775,104.807945522413,2017603.9868493082
1787939100,104.807945522413,105.202688496786,104.223094383979,104.49913575649221,1988469.1539575856
1787940000,104.49913575649221,104.85426940975,103.562140064595,103.608879778636,1895697.0055537766
1787940900,103.608879778636,104.42182143903,103.222340273709,103.476122136007,2133561.7958085663
1787941800,103.476122136007,104.007838030674,102.78276481149,102.99463214916807,1991905.4799639124
1787942700,102.99463214916807,103.307643759568,102.073218212609,102.99096184946212,3291740.3837673874
